formula,band_gap,energy_above_hull,formation_energy,volume,density,nsites,spacegroup_number
RbPbCl3,2.1948,0.03813258600000413,-1.8286296054999986,186.76458044490604,3.5477797201573136,5,8
PbClF,2.6066000000000003,0.3454998304166681,-1.796605448333332,160.92642147920472,5.3997643576196,6,4
Hg6P4PbCl6,2.1079,0.0,-0.6866287721218507,1785.1559762756394,6.501500243029578,68,198
RbPbCl3,2.1963,0.03835282000000406,-1.828409371499999,187.45133578838053,3.5347819110457315,5,221
K2PbCl6,2.0254,0.0,-1.6805995004999998,535.3762610553601,3.089934366790792,18,14
CsPbCl3,2.1878,0.012814112000000932,-1.8739838829310334,183.23540813354208,4.046006570540077,5,221
BiPbClO2,2.0736999999999997,0.03888059115625353,-1.557137906,204.95523902001557,7.8367371034541105,10,63
SbPbClO2,1.9127,0.06289324365624438,-1.5881303969999991,189.25426137653247,6.956327181148746,10,63
Cs2PbCl6,1.4541,0.0,-1.74207226103448,293.46134697481983,3.880169048448099,9,225
Rb2PbCl6,1.2605,0.0,-1.7062683794444444,271.38769042996114,3.615254196893053,9,225
PbCClO2,2.9170000000000003,0.18644798374999727,-1.4644022879999994,170.77531287147193,5.5747434783215395,10,12
VPbClO3,2.3906,0.11300659520833456,-1.947136040416666,414.249190890039,5.477167236359793,24,62
Cs2Nb6PbCl18,1.0644,0.0,-1.796096185530013,728.2296593221475,3.8048172602627903,27,148
Cs2Ta6PbCl18,1.4493,0.0,-1.7934226090114935,723.5177768820963,5.041975465430184,27,148
Mo6PbCl14,2.6058000000000003,0.0,-1.3883896355952392,2260.486017801904,3.7587167901613094,84,201
Pb(ClO2)2,1.1818000000000004,0.20783896511905287,-0.6388999007142852,241.9506709287212,4.695803415114609,14,68
HPbClO,2.8977,0.13433821800781498,-1.314606516562499,141.92267680053635,6.076212046437683,8,12
CsPbCl3,2.3104999999999998,0.01364291399999873,-1.8731550809310353,182.94648775297858,4.052396273739524,5,155
CsPbCl3,2.413,3.6284999998859035e-05,-1.8867617099310354,356.75074462602305,4.1562445288857,10,38
TlPbCl3,2.6017,0.052488018250000046,-1.4401613519166676,1153.259999340162,5.96613721164954,40,42
PbCl2O7,0.5772,0.20410535575000832,-0.450776510499999,318.214837747367,4.071332967008234,20,15
CdPb2(ClO)2,2.4354999999999998,0.11467793022321526,-1.3773008685714276,162.38972529078478,6.439247842459104,7,12
Bi12Pb2Cl6O17,1.0288000000000004,0.09641200490991331,-1.521171139594596,733.9489904025352,7.707953998315789,37,8
Pb2ClOF,2.5741,0.07200181615625123,-1.806417634999999,219.32748114072405,7.341658210119761,10,67
Pd(PbCl3)2,1.5378999999999998,0.0340692772222253,-1.3319081972222193,470.04542385366574,5.182769348337054,18,14
HgPb2(ClO)2,2.2477999999999994,0.12844325446428506,-1.1808208074999997,159.6876182370391,7.465152125977458,7,12
TePb3(ClO2)2,2.0877000000000003,0.0705383499062524,-1.4800619246666655,204.324740781097,7.185074911440383,10,38
Bi13Pb3Cl7O19,0.5725765179690443,0.1142307863293679,-1.511453091785715,836.6854715804884,7.721342652236205,42,8
Pb3(ClO)2,2.4293,0.1308807043750031,-1.3964755199999968,676.3321854948258,7.1152522492471215,28,62
Te2Pb3(ClO3)2,2.5593999999999997,0.07025528326921471,-1.4928610183333328,516.2034684271501,6.714827456724676,26,12
MoPb3Cl2O5,2.2047,0.11105247068181345,-1.6579997204545445,426.08026737455043,6.769069778875313,22,63
HPb3ClO3,2.139,0.05698090564453473,-1.4024776301562492,647.6635835145029,7.241035727689954,32,26
Te2Pb3(ClO3)2,2.5073,0.0884206544230608,-1.474695647179487,516.2034684271501,6.714827456724676,26,1
Pb3ClO3,0.7115999999999998,0.19660527575893294,-1.290563413571427,669.3589174627327,6.996336540203704,28,26
AgPb4ClO4,2.4109,0.057595852270833525,-1.277416697666665,437.5338063352565,7.864607134490434,20,85
Fe3Pb4ClO8,1.1204999999999998,0.09471271799804715,-1.4989618831249993,246.56596037408661,7.810750973715757,16,123
Cr3Pb5ClO12,0.5892999999999997,0.08260517910713805,-1.6778723676190466,693.3034816373382,6.799405574138571,42,176
As3Pb5ClO9,2.6399000000000004,0.013509047144099284,-1.59489286875,690.928260189015,6.922654913807679,36,176
V3Pb5ClO12,2.7954,0.0017943547023895334,-2.032018669523809,715.4909531335836,6.573869746364124,42,176
As3Pb5ClO9,2.0202,0.10042127825520986,-1.507980637638889,743.3276582519815,6.434656187466472,36,173
LaPb6ClO7,2.1327,0.02091076048958751,-1.8634439139999992,675.5957553605919,7.518947841857808,30,12
B3Pb6ClO10,2.816,0.012216022410706628,-2.028255984999999,1346.954034392527,7.25425144773711,80,57
Pb7(ClO4)2,1.213236624231207,0.1871029583823498,-1.2875641229411752,800.4710203259633,6.842793828816908,34,4
SiPb7(ClO4)2,1.4207999999999998,0.21035050902488983,-1.597056024999999,374.66774072141055,7.434229975801115,18,38
Pb7(ClO4)2,0.9098000000000002,0.20369505985293834,-1.2709720214705864,801.8995543524212,6.830603818525165,34,4
As4Pb8Cl6O11,2.1774999999999998,0.169847918329741,-1.4470064894827577,2723.050998029852,5.722435614050384,116,14
Ag2Pb8Cl4O7,2.0909999999999997,0.09572766387400744,-1.264839505039681,1932.7861655986756,7.310081398958038,84,14
Pb12BrCl7O8,2.7313999999999994,0.12599601071428523,-1.3847267694642855,703.7847470504985,6.942586844500416,28,6
Pb12Br7ClO8,2.710307529227103,0.0901906148214282,-1.3207315001785709,753.2951592511852,7.074202447345459,28,6
Pb13(Cl3O5)2,1.8938000000000001,0.0935096747629327,-1.4180165117241363,1366.6091068958028,7.451627312895466,58,15
V2Pb14Cl4O17,2.2763,0.037058591148645625,-1.6711425601351373,1452.8337791283143,7.80984937199794,74,15
As2Pb14Cl4O17,1.9689,0.040394699763526276,-1.55366273527027,1504.3350346165244,7.648357769040493,74,15
